ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2012-01-01,8575791.70086265,7366560.359496241,24954848.217029672,8575791.70086265,8575791.70086265,7245552.26663635,7245552.26663635,7245552.26663635,7245552.26663635,7245552.26663635,7245552.26663635,0.0,0.0,0.0,15821343.967499
2012-02-01,8679167.675977979,10597871.91175664,28831379.01479311,8679167.675977979,8679167.675977979,11030544.327318683,11030544.327318683,11030544.327318683,11030544.327318683,11030544.327318683,11030544.327318683,0.0,0.0,0.0,19709712.003296662
2012-03-01,8775874.233241845,3958078.515362862,21299406.546427283,8775874.233241845,8775874.233241845,3993047.740827583,3993047.740827583,3993047.740827583,3993047.740827583,3993047.740827583,3993047.740827583,0.0,0.0,0.0,12768921.974069428
2012-04-01,8879250.208248045,6081260.427415924,24125515.25042002,8879250.208248045,8879250.208248045,5851099.746664724,5851099.746664724,5851099.746664724,5851099.746664724,5851099.746664724,5851099.746664724,0.0,0.0,0.0,14730349.95491277
2012-05-01,8979291.47430415,-10485905.875550456,8147099.486960745,8979291.47430415,8979291.47430415,-10726506.964731455,-10726506.964731455,-10726506.964731455,-10726506.964731455,-10726506.964731455,-10726506.964731455,0.0,0.0,0.0,-1747215.490427304
2012-07-01,9182708.715284897,-9419371.331100887,8669628.382261254,9182708.715284897,9182708.715284897,-9180260.346423717,-9180260.346423717,-9180260.346423717,-9180260.346423717,-9180260.346423717,-9180260.346423717,0.0,0.0,0.0,2448.368861179799
2012-08-01,9286084.690257741,-6057705.355265749,12233574.654581731,9286084.690257741,9286084.690257741,-6026947.083664274,-6026947.083664274,-6026947.083664274,-6026947.083664274,-6026947.083664274,-6026947.083664274,0.0,0.0,0.0,3259137.6065934673
2012-09-01,9389460.665230585,-2973812.8620289788,14743395.197701223,9389460.665230585,9389460.665230585,-3563278.7685626443,-3563278.7685626443,-3563278.7685626443,-3563278.7685626443,-3563278.7685626443,-3563278.7685626443,0.0,0.0,0.0,5826181.896667941
2012-10-01,9489501.931234712,-2669170.831898516,15425459.749358095,9489501.931234712,9489501.931234712,-3056177.241140796,-3056177.241140796,-3056177.241140796,-3056177.241140796,-3056177.241140796,-3056177.241140796,0.0,0.0,0.0,6433324.690093916
2012-11-01,9592877.906105638,-2659273.4320978713,15552424.026091188,9592877.906105638,9592877.906105638,-3153835.8151142607,-3153835.8151142607,-3153835.8151142607,-3153835.8151142607,-3153835.8151142607,-3153835.8151142607,0.0,0.0,0.0,6439042.090991377
2012-12-01,9692919.17210976,-586845.2405662064,17917431.942822635,9692919.17210976,9692919.17210976,-690153.533466919,-690153.533466919,-690153.533466919,-690153.533466919,-690153.533466919,-690153.533466919,0.0,0.0,0.0,9002765.638642842
2013-01-01,9796295.14698069,-4117361.6623072224,13313867.545919422,9796295.14698069,9796295.14698069,-5661828.763832545,-5661828.763832545,-5661828.763832545,-5661828.763832545,-5661828.763832545,-5661828.763832545,0.0,0.0,0.0,4134466.383148145
2013-02-01,9899671.121851617,-8276147.868093197,9264213.719390543,9899671.121851617,9899671.121851617,-9464364.067948168,-9464364.067948168,-9464364.067948168,-9464364.067948168,-9464364.067948168,-9464364.067948168,0.0,0.0,0.0,435307.0539034493
2013-03-01,9993042.970122132,-201400.68403450685,17765411.868076835,9993042.970122132,9993042.970122132,-1244201.2281328167,-1244201.2281328167,-1244201.2281328167,-1244201.2281328167,-1244201.2281328167,-1244201.2281328167,0.0,0.0,0.0,8748841.741989316
2013-04-01,10096418.94499306,1249342.4608479538,19700339.567721143,10096418.94499306,10096418.94499306,125644.46498513319,125644.46498513319,125644.46498513319,125644.46498513319,125644.46498513319,125644.46498513319,0.0,0.0,0.0,10222063.409978194
2013-05-01,10196460.210997183,-6675586.699045465,11022574.255651742,10196460.210997183,10196460.210997183,-8502921.525994668,-8502921.525994668,-8502921.525994668,-8502921.525994668,-8502921.525994668,-8502921.525994668,0.0,0.0,0.0,1693538.685002515
2013-06-01,10299836.18586811,-9178493.982525159,9763937.073470335,10299836.18586811,10299836.18586811,-10016107.81072676,-10016107.81072676,-10016107.81072676,-10016107.81072676,-10016107.81072676,-10016107.81072676,0.0,0.0,0.0,283728.37514135055
2013-07-01,10399877.451872233,-6883939.174694987,10990084.386107508,10399877.451872233,10399877.451872233,-8184109.782271979,-8184109.782271979,-8184109.782271979,-8184109.782271979,-8184109.782271979,-8184109.782271979,0.0,0.0,0.0,2215767.669600254
2013-08-01,10503253.426743163,-4859747.072521459,12400366.197771097,10503253.426743163,10503253.426743163,-6389888.28974895,-6389888.28974895,-6389888.28974895,-6389888.28974895,-6389888.28974895,-6389888.28974895,0.0,0.0,0.0,4113365.136994213
2013-09-01,10606629.401614089,-3344492.283345984,13944210.55242277,10606629.401614089,10606629.401614089,-5543125.757869798,-5543125.757869798,-5543125.757869798,-5543125.757869798,-5543125.757869798,-5543125.757869798,0.0,0.0,0.0,5063503.643744291
2013-10-01,10706670.667618211,-955476.1711671542,16748823.700171491,10706670.667618211,10706670.667618211,-2900489.4191675223,-2900489.4191675223,-2900489.4191675223,-2900489.4191675223,-2900489.4191675223,-2900489.4191675223,0.0,0.0,0.0,7806181.248450689
2013-11-01,10810046.64248914,-497504.9872650038,17108148.261650357,10810046.637666652,10810046.646928921,-2454633.6242743074,-2454633.6242743074,-2454633.6242743074,-2454633.6242743074,-2454633.6242743074,-2454633.6242743074,0.0,0.0,0.0,8355413.018214833
2013-12-01,10910087.908493264,-3557014.3120561857,14144752.863365155,10910087.891152794,10910087.92476434,-5923163.840836072,-5923163.840836072,-5923163.840836072,-5923163.840836072,-5923163.840836072,-5923163.840836072,0.0,0.0,0.0,4986924.067657191
2014-01-01,11013463.883364191,272402.2677437546,18680801.07031951,11013463.84625879,11013463.920016525,-1503907.7440264216,-1503907.7440264216,-1503907.7440264216,-1503907.7440264216,-1503907.7440264216,-1503907.7440264216,0.0,0.0,0.0,9509556.13933777
2014-02-01,11116839.858235119,-393385.0647125731,17867035.62689769,11116839.79501798,11116839.918650934,-2522473.239938657,-2522473.239938657,-2522473.239938657,-2522473.239938657,-2522473.239938657,-2522473.239938657,0.0,0.0,0.0,8594366.618296463
2014-03-01,11210211.706505632,-4125706.6633215067,14172824.963801676,11210211.61245274,11210211.793818505,-6638168.257456084,-6638168.257456084,-6638168.257456084,-6638168.257456084,-6638168.257456084,-6638168.257456084,0.0,0.0,0.0,4572043.449049548
2014-04-01,11313587.681376562,-3798066.1233719266,14777184.676226333,11313587.55172419,11313587.802841064,-5514162.451000847,-5514162.451000847,-5514162.451000847,-5514162.451000847,-5514162.451000847,-5514162.451000847,0.0,0.0,0.0,5799425.230375715
